0,211599638
1,211121102
2,210643572
3,210167043
4,209691518
5,209216998
6,208743479
7,208270967
8,207799460
9,207328958
10,206859459
11,206390962
12,205923466
14,204991480
15,204526992
16,204063507
18,203139543
19,202679067
20,202219594
21,201761124
22,201303658
23,200847195
24,200391734
25,199937274
26,199483816
28,198579904
29,198129450
30,197679998
31,197231547
32,196784098
33,196337656
34,195892216
35,195447779
36,195004345
37,194561914
39,193680054
40,193240626
41,192802201
42,192364778
43,191928356
44,191492936
45,191058520
46,190625106
47,190192694
48,189761283
50,188901469
51,188473064
53,187619258
54,187193856
55,186769456
56,186346058
58,185502268
59,185081878
62,183826711
63,183410324
64,182994939
65,182580557
66,182167183
67,181754811
69,180933073
71,180115339
75,178491883
76,178088522
78,177284802
79,176884443
80,176485088
81,176086735
83,175293037
84,174897690
87,173717655
88,173326311
89,172935970
90,172546630
91,172158293
92,171770957
93,171384622
94,170999288
95,170614955
97,169849295
98,169467968
99,169087644
100,168708325
101,168330007
102,167952693
103,167576381
104,167201071
105,166826763
106,166453457
108,165709849
109,165339548
110,164970250
111,164601959
112,164234670
113,163868385
114,163503104
115,163138826
116,162775550
117,162413278
120,161332468
122,160616930
124,159905394
125,159551131
126,159197869
127,158845609
128,158494352
130,157794842
131,157446590
132,157099339
134,156407847
135,156063602
136,155720358
138,155036874
139,154696634
140,154357395
141,154019157
142,153681920
143,153345686
144,153010454
146,152342992
147,152010762
148,151679535
149,151349310
154,149713190
155,149388967
157,148743523
158,148422302
161,147464642
162,147147423
165,146201769
166,145888552
167,145576338
168,145265126
175,143114649
176,142811439
177,142509230
178,142208023
179,141907817
183,140717001
185,140127595
186,139834394
187,139542194
188,139250996
190,138671602
191,138383407
192,138096214
194,137524834
197,136675267
198,136394079
199,136113893
201,135556525
202,135279342
203,135003160
206,134180626
208,133637276
209,133367102
212,132562583
213,132296411
214,132031240
215,131767070
216,131503902
220,130461234
221,130203069
222,129945905
223,129689742
224,129434580
225,129180420
227,128675102
228,128423945
229,128173790
230,127924636
234,126938024
235,126693872
238,125967419
239,125727270
240,125488122
241,125249975
242,125012829
243,124776684
244,124541542
245,124307401
247,123842129
249,123380859
250,123151725
251,122923592
252,122696460
254,122245198
257,121575808
258,121354682
259,121134557
263,120264061
264,120048939
267,119409582
268,119198467
273,118157897
275,117748673
277,117343453
279,116942241
280,116743136
281,116545032
286,115569517
287,115377415
293,114245815
295,113876619
296,113693523
297,113511429
298,113330336
299,113150246
300,112971158
301,112793071
302,112615986
303,112439903
305,112090739
306,111917658
309,111404418
311,111067260
312,110900182
316,110241874
318,109918724
319,109758650
320,109599577
321,109441506
328,108363016
329,108212947
330,108063880
331,107915816
332,107768753
333,107622693
335,107333575
336,107190518
339,106767353
341,106490251
342,106353201
343,106217152
344,106082104
345,105948057
346,105815011
347,105682966
350,105292834
351,105164793
353,104911713
354,104786674
355,104662636
356,104539600
357,104417565
358,104296531
360,104057467
361,103939436
364,103591349
365,103477322
366,103364297
367,103252273
368,103141252
371,102814192
372,102707173
373,102601155
374,102496139
375,102392124
377,102187098
378,102086086
379,101986075
383,101596035
385,101407019
386,101314013
387,101222009
388,101131006
390,100952004
392,100777004
394,100606006
395,100522008
399,100196024
404,99811049
405,99737055
407,99592069
408,99521077
409,99451088
414,99116153
417,98927198
418,98866214
421,98689265
424,98521319
426,98414357
427,98362377
435,97982545
436,97939567
437,97897590
438,97856614
441,97739689
443,97666741
448,97501876
449,97471905
450,97442936
451,97414968
453,97362034
454,97337068
455,97313103
457,97268175
458,97247212
460,97208290
461,97190331
462,97173373
463,97157416
465,97128504
466,97115550
469,97082691
470,97073740
471,97065790
472,97058841
474,97047945
475,97043998
476,97041052
477,97039107
479,97038219
480,97039276
481,97041335
483,97048455
484,97053516
485,97059579
487,97074707
489,97093837
491,97116971
494,97159175
496,97192313
499,97249523
500,97270594
501,97292666
502,97315739
503,97339813
505,97390963
507,97446117
511,97568429
512,97601508
513,97635588
515,97706754
517,97781922
519,97861092
523,98031436
524,98076523
526,98169699
529,98316966
531,98420148
532,98473240
533,98527334
535,98638526
538,98812820
543,99123320
544,99188421
546,99321625
547,99389728
549,99528940
552,99745261
553,99819369
555,99970587
557,100125809
559,100285033
563,100615489
567,100961949
568,101051065
569,101141182
570,101232300
571,101324419
572,101417539
573,101511661
575,101702907
576,101800031
577,101898156
579,102097408
580,102198535
582,102403793
583,102507923
585,102719187
586,102826320
590,103264856
592,103490126
594,103719398
595,103835536
596,103952675
597,104070815
599,104310099
603,104800671
604,104925817
607,105307261
609,105566559
611,105829859
618,106782916
622,107349524
631,108682901
632,108836055
637,109616830
639,109936142
640,110097299
641,110259457
648,111422577
649,111592738
653,112283386
659,113349364
660,113530529
661,113712695
663,114080029
664,114265197
665,114451366
669,115206046
670,115397218
671,115589392
677,116763448
681,117566156
683,117973512
685,118384872
686,118592053
687,118800236
689,119219604
690,119430789
691,119642975
693,120070349
696,120718913
697,120937102
702,122043052
708,123403198
710,123864582
711,124096775
712,124329969
715,125035554
718,125750145
722,126716937
723,126961136
732,129203945
733,129458147
734,129713350
738,130744166
744,132320396
748,133391232
750,133932654
751,134204866
752,134478079
753,134752293
756,135580938
757,135859154
761,136982022
766,138408112
767,138696331
770,139566994
771,139859216
772,140152439
778,141932783
779,142233008
781,142836464
782,143139693
784,143749153
785,144055384
786,144362616
787,144670849
791,145913785
795,147172725
800,148768905
801,149091142
803,149738618
807,151045574
810,152036294
811,152368535
817,154382987
821,155745959
825,157124935
827,157820427
832,159576667
833,159930916
834,160286166
838,161717170
842,163164178
843,163528431
846,164627193
848,165364703
854,167601239
855,167977496
858,169112270
859,169492529
860,169873789
861,170256052
863,171023580
865,171795110
870,173741440
871,174133707
872,174526975
879,177307858
892,182602381
894,183431925
895,183848198
896,184265472
902,186790122
923,195909918
925,196801472
931,199500140
934,200862980
935,201319261
936,201776543
941,204077963
943,205005533
945,205937105
949,207812261
950,208283551
952,209229133
954,210178719
956,211132307
961,213533782
965,215472966
966,215960264
967,216448563
968,216937863
970,217919467
975,220390982
981,223389806
985,225409030
986,225916337
988,226933953
991,228467880
992,228981190
998,232082062
1000,233123688
1001,233646002
1002,234169317
1005,235745265
1007,236800899
1008,237330218
1016,241600778
1017,242139099
1021,244302387
1025,246481679
1028,248126651
1034,251443607
1035,251999934
1036,252557262
1042,255922236
1043,256486566
1050,260464883
1054,262760211
1059,265651876
1061,266815544
1065,269154884
1069,271510232
1078,276868274
1079,277468613
1080,278069954
1081,278672296
1084,280485325
1089,283527055
1096,287827484
1101,290929224
1102,291552573
1104,292802273
1106,294055975
1109,295944031
1110,296575385
1114,299110805
1116,300384517
1124,305519373
1147,320638607
1148,321307966
1152,323995406
1169,335595543
1171,336979267
1179,342554179
1183,345365639
1184,346071005
1188,348902473
1202,358938625
1203,359662994
1208,363299844
1215,368433441
1224,375105789
1226,376599535
1230,379599031
1253,397156656
1254,397932032
1257,400264163
1258,401043541
